Datetime|Open|High|Low|Close|Volume|Dividends|Stock Splits|Capital Gains
2024-11-26 09:30:00-05:00|65.91999816894531|66.0|65.91000366210938|66.0|0|0.0|0.0|0.0
2024-11-26 09:31:00-05:00|66.12000274658203|66.12000274658203|66.04000091552734|66.04000091552734|12000|0.0|0.0|0.0
2024-11-26 09:32:00-05:00|66.04000091552734|66.04000091552734|66.01000213623047|66.01000213623047|4400|0.0|0.0|0.0
2024-11-26 09:33:00-05:00|65.98999786376953|65.98999786376953|65.97000122070312|65.97000122070312|3000|0.0|0.0|0.0
2024-11-26 09:38:00-05:00|65.94000244140625|65.94000244140625|65.94000244140625|65.94000244140625|100|0.0|0.0|0.0
2024-11-26 09:42:00-05:00|65.81999969482422|65.81999969482422|65.81999969482422|65.81999969482422|1201|0.0|0.0|0.0
2024-11-26 09:51:00-05:00|65.91999816894531|65.91999816894531|65.91999816894531|65.91999816894531|1100|0.0|0.0|0.0
2024-11-26 09:57:00-05:00|65.9800033569336|65.9800033569336|65.9800033569336|65.9800033569336|1500|0.0|0.0|0.0
2024-11-26 10:00:00-05:00|65.97000122070312|65.98999786376953|65.95999908447266|65.95999908447266|2600|0.0|0.0|0.0
2024-11-26 10:01:00-05:00|65.95999908447266|65.95999908447266|65.95999908447266|65.95999908447266|100|0.0|0.0|0.0
2024-11-26 10:02:00-05:00|65.95999908447266|65.95999908447266|65.94000244140625|65.94000244140625|1100|0.0|0.0|0.0
2024-11-26 10:04:00-05:00|65.88999938964844|65.88999938964844|65.88999938964844|65.88999938964844|100|0.0|0.0|0.0
2024-11-26 10:05:00-05:00|65.86000061035156|65.86000061035156|65.86000061035156|65.86000061035156|900|0.0|0.0|0.0
2024-11-26 10:09:00-05:00|65.88999938964844|65.88999938964844|65.87999725341797|65.87999725341797|600|0.0|0.0|0.0
2024-11-26 10:10:00-05:00|65.86000061035156|65.86000061035156|65.83999633789062|65.83999633789062|1400|0.0|0.0|0.0
2024-11-26 10:18:00-05:00|65.87000274658203|65.87000274658203|65.87000274658203|65.87000274658203|2100|0.0|0.0|0.0
2024-11-26 10:35:00-05:00|65.87999725341797|65.87999725341797|65.87999725341797|65.87999725341797|300|0.0|0.0|0.0
