Datetime|Open|High|Low|Close|Volume|Dividends|Stock Splits
2024-11-26 09:30:00-05:00|156.5|156.6999969482422|155.11000061035156|155.11000061035156|0|0.0|0.0
2024-11-26 09:31:00-05:00|155.6300048828125|155.6300048828125|153.5|153.5|18115|0.0|0.0
2024-11-26 09:32:00-05:00|153.5399932861328|153.57000732421875|152.77000427246094|153.24000549316406|11133|0.0|0.0
2024-11-26 09:33:00-05:00|153.6699981689453|153.80999755859375|153.35000610351562|153.60499572753906|1920|0.0|0.0
2024-11-26 09:34:00-05:00|153.61000061035156|153.61000061035156|153.1300048828125|153.2449951171875|4200|0.0|0.0
2024-11-26 09:35:00-05:00|153.22000122070312|153.60000610351562|152.80999755859375|153.60000610351562|6827|0.0|0.0
2024-11-26 09:36:00-05:00|153.42999267578125|153.6300048828125|153.3699951171875|153.5800018310547|3990|0.0|0.0
2024-11-26 09:37:00-05:00|153.5800018310547|153.63999938964844|153.4499969482422|153.5|3702|0.0|0.0
2024-11-26 09:38:00-05:00|153.52999877929688|153.6699981689453|153.42999267578125|153.55999755859375|13271|0.0|0.0
2024-11-26 09:39:00-05:00|153.63499450683594|153.9199981689453|153.60000610351562|153.60000610351562|5890|0.0|0.0
2024-11-26 09:40:00-05:00|153.77999877929688|153.9949951171875|153.72000122070312|153.9949951171875|9218|0.0|0.0
2024-11-26 09:41:00-05:00|154.0500030517578|154.10000610351562|153.39999389648438|153.39999389648438|5655|0.0|0.0
2024-11-26 09:42:00-05:00|153.50999450683594|153.6999969482422|153.50999450683594|153.6199951171875|3077|0.0|0.0
2024-11-26 09:43:00-05:00|153.52999877929688|153.5399932861328|153.0800018310547|153.0800018310547|6550|0.0|0.0
2024-11-26 09:44:00-05:00|153.0800018310547|153.1199951171875|152.89999389648438|153.00999450683594|5625|0.0|0.0
2024-11-26 09:45:00-05:00|153.02000427246094|153.08999633789062|152.89999389648438|153.08999633789062|4912|0.0|0.0
2024-11-26 09:46:00-05:00|153.0500030517578|153.22000122070312|153.0399932861328|153.1699981689453|3012|0.0|0.0
2024-11-26 09:47:00-05:00|153.1199951171875|153.1199951171875|152.9199981689453|153.00999450683594|11471|0.0|0.0
2024-11-26 09:48:00-05:00|153.00999450683594|153.1300048828125|153.00999450683594|153.07000732421875|9200|0.0|0.0
