Datetime|Open|High|Low|Close|Volume|Dividends|Stock Splits|Capital Gains
2024-11-26 09:30:00-05:00|33.75|34.0|33.75|34.0|0|0.0|0.0|0.0
2024-11-26 09:31:00-05:00|34.06999969482422|34.09000015258789|34.06999969482422|34.09000015258789|830|0.0|0.0|0.0
2024-11-26 09:38:00-05:00|33.95000076293945|33.95000076293945|33.95000076293945|33.95000076293945|100|0.0|0.0|0.0
2024-11-26 09:39:00-05:00|33.95000076293945|33.95000076293945|33.95000076293945|33.95000076293945|367|0.0|0.0|0.0
2024-11-26 09:41:00-05:00|33.93000030517578|33.93000030517578|33.93000030517578|33.93000030517578|100|0.0|0.0|0.0
2024-11-26 09:47:00-05:00|33.939998626708984|33.939998626708984|33.939998626708984|33.939998626708984|200|0.0|0.0|0.0
2024-11-26 09:48:00-05:00|33.95000076293945|33.95000076293945|33.95000076293945|33.95000076293945|300|0.0|0.0|0.0
2024-11-26 10:00:00-05:00|33.97999954223633|33.97999954223633|33.97999954223633|33.97999954223633|116|0.0|0.0|0.0
2024-11-26 10:20:00-05:00|33.939998626708984|33.939998626708984|33.939998626708984|33.939998626708984|1000|0.0|0.0|0.0
2024-11-26 10:23:00-05:00|33.91999816894531|33.91999816894531|33.91999816894531|33.91999816894531|2000|0.0|0.0|0.0
2024-11-26 10:29:00-05:00|33.93000030517578|33.93000030517578|33.93000030517578|33.93000030517578|700|0.0|0.0|0.0
2024-11-26 10:31:00-05:00|33.93000030517578|33.93000030517578|33.93000030517578|33.93000030517578|1382|0.0|0.0|0.0
2024-11-26 10:39:00-05:00|33.95000076293945|33.95000076293945|33.95000076293945|33.95000076293945|1200|0.0|0.0|0.0
2024-11-26 10:44:00-05:00|33.959999084472656|33.959999084472656|33.959999084472656|33.959999084472656|300|0.0|0.0|0.0
2024-11-26 10:57:00-05:00|33.95000076293945|33.95000076293945|33.95000076293945|33.95000076293945|100|0.0|0.0|0.0
2024-11-26 11:05:00-05:00|33.970001220703125|33.970001220703125|33.970001220703125|33.970001220703125|3200|0.0|0.0|0.0
2024-11-26 11:06:00-05:00|33.95000076293945|33.95000076293945|33.95000076293945|33.95000076293945|163|0.0|0.0|0.0
2024-11-26 11:14:00-05:00|33.959999084472656|33.959999084472656|33.959999084472656|33.959999084472656|1000|0.0|0.0|0.0
2024-11-26 11:19:00-05:00|33.970001220703125|33.970001220703125|33.970001220703125|33.970001220703125|0|0.0|0.0|0.0
2024-11-26 11:26:00-05:00|34.0|34.0|34.0|34.0|38008|0.0|0.0|0.0
2024-11-26 11:51:00-05:00|34.02000045776367|34.029998779296875|34.02000045776367|34.029998779296875|7600|0.0|0.0|0.0
2024-11-26 11:55:00-05:00|34.0|34.0|34.0|34.0|294|0.0|0.0|0.0
2024-11-26 11:56:00-05:00|33.9900016784668|33.9900016784668|33.9900016784668|33.9900016784668|295|0.0|0.0|0.0
2024-11-26 12:01:00-05:00|33.95000076293945|33.95000076293945|33.95000076293945|33.95000076293945|4900|0.0|0.0|0.0
2024-11-26 12:04:00-05:00|33.959999084472656|33.959999084472656|33.959999084472656|33.959999084472656|190|0.0|0.0|0.0
2024-11-26 12:14:00-05:00|33.939998626708984|33.939998626708984|33.939998626708984|33.939998626708984|100|0.0|0.0|0.0
2024-11-26 12:31:00-05:00|33.9900016784668|33.9900016784668|33.9900016784668|33.9900016784668|1500|0.0|0.0|0.0
2024-11-26 12:33:00-05:00|34.0099983215332|34.0099983215332|34.0099983215332|34.0099983215332|600|0.0|0.0|0.0
2024-11-26 12:34:00-05:00|34.0099983215332|34.0099983215332|34.0099983215332|34.0099983215332|1260|0.0|0.0|0.0
2024-11-26 12:51:00-05:00|34.0099983215332|34.0099983215332|34.0099983215332|34.0099983215332|406|0.0|0.0|0.0
2024-11-26 13:05:00-05:00|33.97999954223633|33.97999954223633|33.97999954223633|33.97999954223633|100|0.0|0.0|0.0
2024-11-26 13:14:00-05:00|33.959999084472656|33.959999084472656|33.959999084472656|33.959999084472656|3600|0.0|0.0|0.0
2024-11-26 13:18:00-05:00|33.96500015258789|33.96500015258789|33.96500015258789|33.96500015258789|845|0.0|0.0|0.0
2024-11-26 13:50:00-05:00|33.974998474121094|33.974998474121094|33.974998474121094|33.974998474121094|151|0.0|0.0|0.0
2024-11-26 14:17:00-05:00|33.970001220703125|33.970001220703125|33.970001220703125|33.970001220703125|1760|0.0|0.0|0.0
2024-11-26 14:18:00-05:00|33.95000076293945|33.95000076293945|33.95000076293945|33.95000076293945|202|0.0|0.0|0.0
2024-11-26 14:40:00-05:00|33.9900016784668|33.9900016784668|33.9900016784668|33.9900016784668|1228|0.0|0.0|0.0
2024-11-26 14:50:00-05:00|34.029998779296875|34.029998779296875|34.029998779296875|34.029998779296875|1185|0.0|0.0|0.0
2024-11-26 15:03:00-05:00|34.02000045776367|34.02000045776367|34.02000045776367|34.02000045776367|400|0.0|0.0|0.0
2024-11-26 15:04:00-05:00|34.025001525878906|34.029998779296875|34.025001525878906|34.029998779296875|340|0.0|0.0|0.0
2024-11-26 15:06:00-05:00|34.029998779296875|34.029998779296875|34.029998779296875|34.029998779296875|900|0.0|0.0|0.0
2024-11-26 15:08:00-05:00|34.04999923706055|34.04999923706055|34.04999923706055|34.04999923706055|201|0.0|0.0|0.0
2024-11-26 15:16:00-05:00|34.029998779296875|34.029998779296875|34.029998779296875|34.029998779296875|2400|0.0|0.0|0.0
2024-11-26 15:21:00-05:00|34.040000915527344|34.040000915527344|34.040000915527344|34.040000915527344|441|0.0|0.0|0.0
2024-11-26 15:27:00-05:00|34.040000915527344|34.040000915527344|34.029998779296875|34.029998779296875|800|0.0|0.0|0.0
2024-11-26 15:28:00-05:00|34.029998779296875|34.029998779296875|34.029998779296875|34.029998779296875|3700|0.0|0.0|0.0
2024-11-26 15:34:00-05:00|34.04999923706055|34.04999923706055|34.04999923706055|34.04999923706055|110|0.0|0.0|0.0
2024-11-26 15:45:00-05:00|34.04999923706055|34.04999923706055|34.04999923706055|34.04999923706055|1300|0.0|0.0|0.0
