Datetime|Open|High|Low|Close|Volume|Dividends|Stock Splits
2024-11-26 09:30:00-05:00|13.510000228881836|13.579999923706055|13.5|13.520000457763672|0|0.0|0.0
2024-11-26 09:31:00-05:00|13.520000457763672|13.539999961853027|13.510000228881836|13.539999961853027|1200|0.0|0.0
2024-11-26 09:32:00-05:00|13.529999732971191|13.529999732971191|13.529999732971191|13.529999732971191|100|0.0|0.0
2024-11-26 09:33:00-05:00|13.529999732971191|13.529999732971191|13.460000038146973|13.460000038146973|1800|0.0|0.0
2024-11-26 09:34:00-05:00|13.470000267028809|13.479999542236328|13.460000038146973|13.460000038146973|2200|0.0|0.0
2024-11-26 09:35:00-05:00|13.510000228881836|13.520000457763672|13.479999542236328|13.479999542236328|1800|0.0|0.0
2024-11-26 09:36:00-05:00|13.494999885559082|13.5|13.479999542236328|13.489999771118164|600|0.0|0.0
2024-11-26 09:37:00-05:00|13.479999542236328|13.479999542236328|13.479999542236328|13.479999542236328|1601|0.0|0.0
2024-11-26 09:38:00-05:00|13.460000038146973|13.460000038146973|13.460000038146973|13.460000038146973|306|0.0|0.0
2024-11-26 09:40:00-05:00|13.430000305175781|13.449999809265137|13.430000305175781|13.449999809265137|1300|0.0|0.0
2024-11-26 09:41:00-05:00|13.390000343322754|13.390000343322754|13.369999885559082|13.369999885559082|300|0.0|0.0
2024-11-26 09:42:00-05:00|13.359999656677246|13.359999656677246|13.359999656677246|13.359999656677246|5100|0.0|0.0
2024-11-26 09:43:00-05:00|13.359999656677246|13.359999656677246|13.359999656677246|13.359999656677246|400|0.0|0.0
2024-11-26 09:44:00-05:00|13.335000038146973|13.335000038146973|13.300000190734863|13.300000190734863|1403|0.0|0.0
2024-11-26 09:45:00-05:00|13.300000190734863|13.319999694824219|13.289999961853027|13.3100004196167|7539|0.0|0.0
2024-11-26 09:46:00-05:00|13.319999694824219|13.319999694824219|13.300000190734863|13.300000190734863|354|0.0|0.0
2024-11-26 09:47:00-05:00|13.289999961853027|13.289999961853027|13.289999961853027|13.289999961853027|900|0.0|0.0
2024-11-26 09:48:00-05:00|13.300000190734863|13.300000190734863|13.260000228881836|13.260000228881836|2205|0.0|0.0
2024-11-26 09:49:00-05:00|13.260000228881836|13.260000228881836|13.260000228881836|13.260000228881836|3200|0.0|0.0
2024-11-26 09:50:00-05:00|13.260000228881836|13.270000457763672|13.260000228881836|13.270000457763672|400|0.0|0.0
2024-11-26 09:51:00-05:00|13.244999885559082|13.260000228881836|13.239999771118164|13.260000228881836|1700|0.0|0.0
2024-11-26 09:53:00-05:00|13.270000457763672|13.279999732971191|13.270000457763672|13.270000457763672|600|0.0|0.0
2024-11-26 09:54:00-05:00|13.270000457763672|13.270000457763672|13.260000228881836|13.270000457763672|600|0.0|0.0
2024-11-26 09:55:00-05:00|13.265000343322754|13.279999732971191|13.265000343322754|13.279999732971191|1500|0.0|0.0
2024-11-26 09:56:00-05:00|13.289999961853027|13.289999961853027|13.289999961853027|13.289999961853027|301|0.0|0.0
2024-11-26 09:58:00-05:00|13.270000457763672|13.270000457763672|13.260000228881836|13.260000228881836|300|0.0|0.0
2024-11-26 09:59:00-05:00|13.25|13.260000228881836|13.25|13.260000228881836|2800|0.0|0.0
2024-11-26 10:00:00-05:00|13.270000457763672|13.279999732971191|13.25|13.25|2400|0.0|0.0
2024-11-26 10:01:00-05:00|13.270000457763672|13.279999732971191|13.270000457763672|13.279999732971191|1100|0.0|0.0
2024-11-26 10:02:00-05:00|13.25|13.25|13.229999542236328|13.229999542236328|8200|0.0|0.0
2024-11-26 10:03:00-05:00|13.25|13.25|13.25|13.25|300|0.0|0.0
2024-11-26 10:04:00-05:00|13.225000381469727|13.225000381469727|13.225000381469727|13.225000381469727|100|0.0|0.0
